    -27.6767            0
     -27.625            0
    -27.5734            0
    -27.5217            0
    -27.4701            0
    -27.4185            0
    -27.3668            0
    -27.3152            0
    -27.2636            0
    -27.2119            0
    -27.1603            0
    -27.1087            0
     -27.057            0
    -27.0054            0
    -26.9538            0
    -26.9021            0
    -26.8505            0
    -26.7989            0
    -26.7472            0
    -26.6956            0
    -26.6439            0
    -26.5923            0
    -26.5407            0
     -26.489            0
    -26.4374            0
    -26.3858            0
    -26.3341            0
    -26.2825            0
    -26.2309            0
    -26.1792            0
    -26.1276            0
     -26.076            0
    -26.0243            0
    -25.9727            0
     -25.921            0
    -25.8694       0.0002
    -25.8178       0.0008
    -25.7661        0.003
    -25.7145       0.0101
    -25.6629       0.0297
    -25.6112       0.0788
    -25.5596       0.1902
     -25.508        0.421
    -25.4563       0.8638
    -25.4047       1.6585
    -25.3531       2.9968
    -25.3014       5.1042
    -25.2498        8.177
    -25.1981      12.2694
    -25.1465      17.1698
    -25.0949      22.3415
    -25.0432      27.0062
    -24.9916      30.3778
      -24.94      31.9567
    -24.8883      31.7347
    -24.8367       30.199
    -24.7851      28.1365
    -24.7334      26.3498
    -24.6818      25.4204
    -24.6302      25.6095
    -24.5785      26.8994
    -24.5269      29.1283
    -24.4753      32.1632
    -24.4236      36.0752
     -24.372      41.2725
    -24.3203      48.4909
    -24.2687      58.5152
    -24.2171      71.6295
    -24.1654      87.0116
    -24.1138      102.437
    -24.0622      114.585
    -24.0105      119.976
    -23.9589      116.283
    -23.9073      103.418
    -23.8556      83.8064
     -23.804      61.5227
    -23.7524      40.7217
    -23.7007      24.2108
    -23.6491      12.8908
    -23.5974       6.1321
    -23.5458        2.601
    -23.4942       0.9822
    -23.4425       0.3297
    -23.3909       0.0983
    -23.3393        0.026
    -23.2876       0.0061
     -23.236       0.0013
    -23.1844       0.0002
    -23.1327            0
    -23.0811            0
    -23.0295            0
    -22.9778            0
    -22.9262            0
    -22.8745            0
    -22.8229            0
    -22.7713            0
    -22.7196            0
     -22.668            0
    -22.6164            0
    -22.5647            0
    -22.5131            0
    -22.4615            0
    -22.4098            0
    -22.3582            0
    -22.3066            0
    -22.2549            0
